"Name"	"DrugBankID"	"PubChemCompoundID"	"WikipediaID"	"DrugscomLink"	"ChemSpiderID"	"MeshID"	"idterm_descritor"	"term_type_idterm_type"	"term_type_mesh"	"tree"
"5772"	"colveol A"	""	""	NA	NA	NA	"C000625892"	5789	7	4	"Chalcones"
"5773"	"colveol B"	""	""	NA	NA	NA	"C000625893"	5790	7	4	"Chalcones"
"5774"	"metochalcone"	""	"71894"	NA	NA	NA	"C003702"	5791	7	4	"Chalcones"
"5775"	"4,4'-dihydroxychalcone"	""	"5467477"	NA	NA	NA	"C007423"	5792	7	4	"Chalcones"
"5776"	"2',4,4'-trihydroxy-6'-methoxychalcone 4'-beta-D-glucopyranoside"	""	"6443577"	NA	NA	NA	"C009562"	5793	7	4	"Chalcones"
"5777"	"2'-hydroxychalcone"	""	"638276"	NA	NA	NA	"C013031"	5794	7	4	"Chalcones"
"5778"	"neohesperidin dihydrochalcone"	""	"30231"	NA	NA	NA	"C013613"	5795	7	4	"Chalcones"
"5779"	"dihydrochalcone"	""	"64802"	NA	NA	NA	"C015812"	5796	7	4	"Chalcones"
"5780"	"dimethylaminochalcone"	""	"5377268"	NA	NA	NA	"C016396"	5797	7	4	"Chalcones"
"5781"	"isosalipurposide"	""	"5318659"	NA	NA	NA	"C027321"	5798	7	4	"Chalcones"
"5782"	"naringenin chalcone"	""	"5280960"	NA	NA	NA	"C027329"	5799	7	4	"Chalcones"
"5783"	"chalcone epoxide"	""	"92219"	NA	NA	NA	"C028770"	5800	7	4	"Chalcones"
"5784"	"2'-hydroxy-4-methoxychalcone"	""	"5331295"	NA	NA	NA	"C031742"	5801	7	4	"Chalcones"
"5785"	"hesperidin methylchalcone"	""	"6436550"	NA	NA	NA	"C033022"	5802	7	4	"Chalcones"
"5786"	"1-phenyl-1,2-propanedione-2-oxime"	""	"6398977"	NA	NA	NA	"C034781"	5803	7	4	"Chalcones"
"5787"	"sofalcone"	"DB05197"	""	NA	NA	NA	"C035032"	5804	7	4	"Chalcones"
"5788"	"Ro 09-0410"	""	"6438866"	NA	NA	NA	"C036425"	5805	7	4	"Chalcones"
"5789"	"butein"	""	"5281222"	NA	NA	NA	"C040918"	5806	7	4	"Chalcones"
"5790"	"2',3,4-trihydroxychalcone"	""	"97766"	NA	NA	NA	"C040919"	5807	7	4	"Chalcones"
"5791"	"isoliquiritigenin"	"DB03285"	""	NA	NA	NA	"C040920"	5808	7	4	"Chalcones"
"5792"	"sappanchalcone"	""	"5319493"	NA	NA	NA	"C044363"	5809	7	4	"Chalcones"
"5793"	"isobutrin"	""	"5281256"	NA	NA	NA	"C049385"	5810	7	4	"Chalcones"
"5794"	"4-isopropyldibenzoylmethane"	""	"91682"	NA	NA	NA	"C049936"	5811	7	4	"Chalcones"
"5795"	"3,5-di-tert-butylchalcone 4'-carboxylic acid"	""	"6184667"	NA	NA	NA	"C054189"	5812	7	4	"Chalcones"
"5796"	"3,4,2',4'-tetrahydroxy-2-geranyldihydrochalcone"	""	"6449829"	NA	NA	NA	"C056156"	5813	7	4	"Chalcones"
"5797"	"2',4'-dihydroxychalcone"	""	"5376979"	NA	NA	NA	"C059354"	5814	7	4	"Chalcones"
"5798"	"dibenzoylmethane"	""	"8433"	NA	NA	NA	"C061481"	5815	7	4	"Chalcones"
"5799"	"kukulkanin B"	""	"6439187"	NA	NA	NA	"C061637"	5816	7	4	"Chalcones"
"5800"	"kukulkanin A"	""	"6439186"	NA	NA	NA	"C061638"	5817	7	4	"Chalcones"
"5801"	"2',6'-dihydroxy-4,4'-dimethoxychalcone"	""	"6438580"	NA	NA	NA	"C067503"	5818	7	4	"Chalcones"
"5802"	"licochalcone A"	""	"5318998"	NA	NA	NA	"C070840"	5819	7	4	"Chalcones"
"5803"	"4-fluorochalcone oxide"	""	"162531"	NA	NA	NA	"C071863"	5820	7	4	"Chalcones"
"5804"	"glypallichalcone"	""	"5317768"	NA	NA	NA	"C079973"	5821	7	4	"Chalcones"
"5805"	"3'-methyl-3-hydroxychalcone"	""	"154673"	NA	NA	NA	"C083298"	5822	7	4	"Chalcones"
"5806"	"avobenzone, ensulizole, enzacamene drug combination"	""	"6440720"	NA	NA	NA	"C083318"	5823	7	4	"Chalcones"
"5807"	"2',5'-dimethoxy-3,4-dihydroxychalcone"	""	"3025851"	NA	NA	NA	"C084678"	5824	7	4	"Chalcones"
"5808"	"1-(2,4-dihydroxy-3-(3-methyl-2-butenyl)phenyl)-3-(4-hydroxy-3-(3-methyl-2-butenyl)phenyl)-2-propen-1-one"	""	""	NA	NA	NA	"C087613"	5825	7	4	"Chalcones"
"5809"	"1-(3-(3-methyl-2-butenyl)-2,4-(dihydroxy)phenyl)-3-(2,2-dimethyl-8-hydroxy-2H-benzopyran-6-yl)-2-propen-1-one"	""	"5316801"	NA	NA	NA	"C087614"	5826	7	4	"Chalcones"
"5810"	"4'-methoxychalcone"	""	"641818"	NA	NA	NA	"C097470"	5827	7	4	"Chalcones"
"5811"	"1-(2,5-dichlorophenyl)-3-(4-quinolinyl)-2-propen-1-one"	""	"10359122"	NA	NA	NA	"C097597"	5828	7	4	"Chalcones"
"5812"	"1-phenyl-1,2-propanedione"	""	"11363"	NA	NA	NA	"C100349"	5829	7	4	"Chalcones"
"5813"	"myrigalone B"	""	"101687716"	NA	NA	NA	"C100377"	5830	7	4	"Chalcones"
"5814"	"angoletin"	""	"131162"	NA	NA	NA	"C105002"	5831	7	4	"Chalcones"
"5815"	"2-chloro-1,3-diphenyl-2-propen-1-one"	""	""	NA	NA	NA	"C107001"	5832	7	4	"Chalcones"
"5816"	"2',5'-dihydroxychalcone"	""	"5851813"	NA	NA	NA	"C107497"	5833	7	4	"Chalcones"
"5817"	"2,4-dimethoxy-4'-butoxychalcone"	""	"44359043"	NA	NA	NA	"C108857"	5834	7	4	"Chalcones"
"5818"	"2,4,2'-trihydroxychalcone"	""	"5811533"	NA	NA	NA	"C110093"	5835	7	4	"Chalcones"
"5819"	"2,4,2'-trihydroxy-5'-methylchalcone"	""	"6474196"	NA	NA	NA	"C110094"	5836	7	4	"Chalcones"
"5820"	"2',3-dihydroxychalcone"	""	"5270542"	NA	NA	NA	"C111053"	5837	7	4	"Chalcones"
"5821"	"2',5'-dihydroxy-4-chlorochalcone"	""	"10356004"	NA	NA	NA	"C111054"	5838	7	4	"Chalcones"
"5822"	"pinocembrin chalcone"	""	"6474295"	NA	NA	NA	"C117518"	5839	7	4	"Chalcones"
"5823"	"4-dimethylamino-4'-(imidazol-1-yl)chalcone"	""	"9905049"	NA	NA	NA	"C118073"	5840	7	4	"Chalcones"
"5824"	"2',6'-dihydroxy-4'-methoxychalcone"	""	"5316793"	NA	NA	NA	"C118962"	5841	7	4	"Chalcones"
"5825"	"4-phenylchalcone oxide"	""	"150734"	NA	NA	NA	"C401834"	5842	7	4	"Chalcones"
"5826"	"rhuschalcone-1"	""	""	NA	NA	NA	"C412052"	5843	7	4	"Chalcones"
"5827"	"4-dimethylamino-3',4'-dimethoxychalcone"	""	""	NA	NA	NA	"C418965"	5844	7	4	"Chalcones"
"5828"	"3'-geranyl-2',3,4,4'-tetrahydroxychalcone"	""	"11742190"	NA	NA	NA	"C419010"	5845	7	4	"Chalcones"
"5829"	"2',6'-dihydroxy-4'-methoxydihydrochalcone"	""	"169676"	NA	NA	NA	"C424502"	5846	7	4	"Chalcones"
"5830"	"asebogenin"	""	"442255"	NA	NA	NA	"C424503"	5847	7	4	"Chalcones"
"5831"	"piperaduncin B"	""	"442455"	NA	NA	NA	"C424504"	5848	7	4	"Chalcones"
"5832"	"verbenachalcone"	""	"10098909"	NA	NA	NA	"C433608"	5849	7	4	"Chalcones"
"5833"	"cardamonin"	""	"154102"	NA	NA	NA	"C436747"	5850	7	4	"Chalcones"
"5834"	"isogemichalcone C"	""	"10143276"	NA	NA	NA	"C439979"	5851	7	4	"Chalcones"
"5835"	"3'-hydroxymethylmethylallyl-2,4,2',4'-tetrahydroxychalcone 11'-O-coumarate"	""	""	NA	NA	NA	"C439980"	5852	7	4	"Chalcones"
"5836"	"3',5'-ditertiary-butiary-4'-methoxycarboxylchalcone"	""	"1838020"	NA	NA	NA	"C442847"	5853	7	4	"Chalcones"
"5837"	"2'-hydroxy-3,4,3',4',6'-pentamethoxychalcone"	""	""	NA	NA	NA	"C450644"	5854	7	4	"Chalcones"
"5838"	"4-hydroxychalcone"	""	"5282361"	NA	NA	NA	"C451019"	5855	7	4	"Chalcones"
"5839"	"4,4'-dichlorochalcone"	""	"5377011"	NA	NA	NA	"C456420"	5856	7	4	"Chalcones"
"5840"	"2',6'-dihydroxy-3'-prenyl-4'-methoxy-beta-hydroxychalcone"	""	""	NA	NA	NA	"C466768"	5857	7	4	"Chalcones"
"5841"	"isobavachalcone"	""	"5281255"	NA	NA	NA	"C468754"	5858	7	4	"Chalcones"
"5842"	"4'-hydroxy-2,6-dimethoxydihydrochalcone"	""	"42607673"	NA	NA	NA	"C470098"	5859	7	4	"Chalcones"
"5843"	"2',4-dihydroxy-4'-methoxy-6'-O-glucopyranoside dihydrochalcone"	""	""	NA	NA	NA	"C470769"	5860	7	4	"Chalcones"
"5844"	"nicolaioidesin A"	""	"91192388"	NA	NA	NA	"C471529"	5861	7	4	"Chalcones"
"5845"	"nicolaioidesin B"	""	"22297525"	NA	NA	NA	"C471530"	5862	7	4	"Chalcones"
"5846"	"nicolaioidesin C"	""	"73076249"	NA	NA	NA	"C471531"	5863	7	4	"Chalcones"
"5847"	"5,3'-dimethylaminomethylchalcone"	""	""	NA	NA	NA	"C471583"	5864	7	4	"Chalcones"
"5848"	"3,4-methylenedioxy-2',4'-dimethoxychalcone"	""	"5319619"	NA	NA	NA	"C473702"	5865	7	4	"Chalcones"
"5849"	"urundeuvine II"	""	""	NA	NA	NA	"C474237"	5866	7	4	"Chalcones"
"5850"	"urundeuvine I"	""	""	NA	NA	NA	"C474238"	5867	7	4	"Chalcones"
"5851"	"urundeuvine III"	""	""	NA	NA	NA	"C474239"	5868	7	4	"Chalcones"
"5852"	"2,4,6-trimethoxy-2'-trifluoromethylchalcone"	""	""	NA	NA	NA	"C475638"	5869	7	4	"Chalcones"
"5853"	"hydroxydibenzoylmethane"	""	""	NA	NA	NA	"C476492"	5870	7	4	"Chalcones"
"5854"	"3-nitro-2'-benzyloxychalcone"	""	""	NA	NA	NA	"C476699"	5871	7	4	"Chalcones"
"5855"	"2',4'-dihydroxy-4-nitrochalcone"	""	"19540641"	NA	NA	NA	"C478846"	5872	7	4	"Chalcones"
"5856"	"4-dimethylaminochalcone"	""	""	NA	NA	NA	"C480828"	5873	7	4	"Chalcones"
"5857"	"1-(2,3,4-trimethoxyphenyl)-3-(3-(2-chloroquinolinyl))-2-propen-1-one"	""	"129730453"	NA	NA	NA	"C482649"	5874	7	4	"Chalcones"
"5858"	"panduratin A"	""	"6483648"	NA	NA	NA	"C482884"	5875	7	4	"Chalcones"
"5859"	"3-(4,7-dimethoxy-6-hydroxybenzofuran-5-yl)-1-phenyl-3-oxopropene"	""	""	NA	NA	NA	"C485234"	5876	7	4	"Chalcones"
"5860"	"2'-hydroxy-4,6'-dimethoxy-3',4'-(2'',2''-dimethylpyrano)dihydrochalcone"	""	""	NA	NA	NA	"C485300"	5877	7	4	"Chalcones"
"5861"	"2',4'-dihydroxy-3'-methoxychalcone"	""	"9993268"	NA	NA	NA	"C487593"	5878	7	4	"Chalcones"
"5862"	"2',5'-dihydroxy-2-furfurylchalcone"	""	"91314029"	NA	NA	NA	"C488295"	5879	7	4	"Chalcones"
"5863"	"3,4,5-trimethoxy-4'-fluorochalcone"	""	"260073"	NA	NA	NA	"C488299"	5880	7	4	"Chalcones"
"5864"	"2',3,4,4'-tetrahydroxy-5-prenylchalcone"	""	"11267805"	NA	NA	NA	"C495306"	5881	7	4	"Chalcones"
"5865"	"2',3',4',5',6'-pentahydroxy chalcone"	""	""	NA	NA	NA	"C495556"	5882	7	4	"Chalcones"
"5866"	"bidenoside G"	""	""	NA	NA	NA	"C497270"	5883	7	4	"Chalcones"
"5867"	"ridiculuflavonylchalcone A"	""	"21580527"	NA	NA	NA	"C501192"	5884	7	4	"Chalcones"
"5868"	"2',4'-dihydroxy-6'-methoxy-3',5'-dimethylchalcone"	""	"10424762"	NA	NA	NA	"C501649"	5885	7	4	"Chalcones"
"5869"	"3',4',5',3,4,5-hexamethoxy-chalcone"	""	"262537"	NA	NA	NA	"C502526"	5886	7	4	"Chalcones"
"5870"	"SPF8 sunscreen"	""	""	NA	NA	NA	"C502621"	5887	7	4	"Chalcones"
"5871"	"rel-(1beta,2alpha)-di-(2,4-dihydroxybenzoyl)-rel-(3beta,4alpha)-di-(4-hydroxyphenyl)-cyclobutane"	""	""	NA	NA	NA	"C502879"	5888	7	4	"Chalcones"
"5872"	"4'-dimethylamino-2,5-dihydroxychalcone"	""	""	NA	NA	NA	"C505273"	5889	7	4	"Chalcones"
"5873"	"1-(2,4-dihydroxy-3-(2-hydroxy-3-methyl-3-butenyl)phenyl)-3-(2,2-dimethyl-2H-benzopyran-6-yl)-2-propen-1-one"	""	""	NA	NA	NA	"C507481"	5890	7	4	"Chalcones"
"5874"	"1-(4-hydroxy-2-(1-hydroxy-1-methyl-ethyl)-2,3-dihydro-benzofuran-5-yl)-3-(3-(3-methyl-2-butenyl)-4-hydroxy-phenyl)-2-propen-1-one"	""	""	NA	NA	NA	"C507482"	5891	7	4	"Chalcones"
"5875"	"2',3'-dihydroxy-4',6'-dimethoxydihydrochalcone"	""	"42607714"	NA	NA	NA	"C507559"	5892	7	4	"Chalcones"
"5876"	"bavachalcone"	""	"6450879"	NA	NA	NA	"C508227"	5893	7	4	"Chalcones"
"5877"	"xanthoangelol I"	""	"11524001"	NA	NA	NA	"C508535"	5894	7	4	"Chalcones"
"5878"	"xanthoangelol J"	""	"11675925"	NA	NA	NA	"C508536"	5895	7	4	"Chalcones"
"5879"	"deoxydihydroxanthoangelol H"	""	"11588137"	NA	NA	NA	"C508537"	5896	7	4	"Chalcones"
"5880"	"E,E-bis(2-hydroxybenzylidene)acetone"	""	""	NA	NA	NA	"C509656"	5897	7	4	"Chalcones"
"5881"	"panduratin C"	""	"6483647"	NA	NA	NA	"C510460"	5898	7	4	"Chalcones"
"5882"	"2',4',6'-tris(methoxymethoxy) chalcone"	""	"73040944"	NA	NA	NA	"C510589"	5899	7	4	"Chalcones"
"5883"	"1-(2,4-dichlorophenyl)-3-(3-(6,7-dimethoxy-2-chloroquinolinyl))-2-propen-1-one"	""	""	NA	NA	NA	"C510845"	5900	7	4	"Chalcones"
"5884"	"2,4',6'-trihydroxy-3'-prenylchalcone"	""	"11992148"	NA	NA	NA	"C511109"	5901	7	4	"Chalcones"
"5885"	"4',6',5''-trihydroxy-6'',6''-dimethyldihydropyrano(2'',3''-2',3') chalcone"	""	""	NA	NA	NA	"C511110"	5902	7	4	"Chalcones"
"5886"	"2',4'-dihydroxy-3'-(2-hydroxybenzyl)-6'-methoxychalcone"	""	"74493747"	NA	NA	NA	"C513631"	5903	7	4	"Chalcones"
"5887"	"2',4'-dimethoxy-6'-hydroxychalcone"	""	""	NA	NA	NA	"C514570"	5904	7	4	"Chalcones"
"5888"	"2',4'-dihydroxy-4-methoxydihydrochalcone"	""	""	NA	NA	NA	"C514624"	5905	7	4	"Chalcones"
"5889"	"4',4-dichlorochalcone"	""	""	NA	NA	NA	"C515110"	5906	7	4	"Chalcones"
"5890"	"aspalathin"	""	"11282394"	NA	NA	NA	"C517016"	5907	7	4	"Chalcones"
"5891"	"avobenzone, ecamsule, octocrilene drug combination"	""	"24847974"	NA	NA	NA	"C518067"	5908	7	4	"Chalcones"
"5892"	"licochalcone E"	""	"46209991"	NA	NA	NA	"C520147"	5909	7	4	"Chalcones"
"5893"	"3'-formyl-4',6'-dihydroxy-2'-methoxy-5'-methylchalcone"	""	""	NA	NA	NA	"C520276"	5910	7	4	"Chalcones"
"5894"	"2,4-dichloro-4'N(N'(4''methylphenylsulfonyl)urenyl)chalcone"	""	"16737945"	NA	NA	NA	"C521001"	5911	7	4	"Chalcones"
"5895"	"tarennone"	""	""	NA	NA	NA	"C521779"	5912	7	4	"Chalcones"
"5896"	"tarennane"	""	""	NA	NA	NA	"C521780"	5913	7	4	"Chalcones"
"5897"	"3'-isopropoxychalcone"	""	""	NA	NA	NA	"C521897"	5914	7	4	"Chalcones"
"5898"	"3',5'-diformylchalcone"	""	""	NA	NA	NA	"C523927"	5915	7	4	"Chalcones"
"5899"	"4-hydroxypanduratin A"	""	"636530"	NA	NA	NA	"C525185"	5916	7	4	"Chalcones"
"5900"	"munchiwarin"	""	"6536697"	NA	NA	NA	"C526353"	5917	7	4	"Chalcones"
"5901"	"2,2'-dimethoxydibenzoylmethane"	""	""	NA	NA	NA	"C526906"	5918	7	4	"Chalcones"
"5902"	"4-iodo-4'-boranylchalcone"	""	"102507585"	NA	NA	NA	"C526921"	5919	7	4	"Chalcones"
"5903"	"nothofagin"	""	"21722188"	NA	NA	NA	"C528728"	5920	7	4	"Chalcones"
"5904"	"2',4'-dihydroxy-4-methoxy-3'-prenyldihydrochalcone"	""	"129844571"	NA	NA	NA	"C529869"	5921	7	4	"Chalcones"
"5905"	"2',4',4-trihydroxy-3'-prenylchalcone"	""	""	NA	NA	NA	"C529870"	5922	7	4	"Chalcones"
"5906"	"2',4-dihydroxy-3',4'-(2,2-dimethylchromene)chalcone"	""	""	NA	NA	NA	"C529871"	5923	7	4	"Chalcones"
"5907"	"mallotophilippen C"	""	"10050581"	NA	NA	NA	"C530784"	5924	7	4	"Chalcones"
"5908"	"mallotophilippen E"	""	"10458296"	NA	NA	NA	"C530785"	5925	7	4	"Chalcones"
"5909"	"xanthokeismin A"	""	"102394054"	NA	NA	NA	"C531891"	5926	7	4	"Chalcones"
"5910"	"xanthokeismin B"	""	"24970765"	NA	NA	NA	"C531892"	5927	7	4	"Chalcones"
"5911"	"xanthokeismin C"	""	"24970764"	NA	NA	NA	"C531893"	5928	7	4	"Chalcones"
"5912"	"beta,2,3',4,4',6-hexahydroxy-alpha-rhamnopyranosyldihydrochalcone"	""	""	NA	NA	NA	"C532900"	5929	7	4	"Chalcones"
"5913"	"4'-hydroxy-4,2'-dimethoxydihydrochalcone"	""	""	NA	NA	NA	"C534282"	5930	7	4	"Chalcones"
"5914"	"chalcone-2',4-dihydroxy-4'-O-beta-D-glucoside"	""	""	NA	NA	NA	"C534287"	5931	7	4	"Chalcones"
"5915"	"karanjapin"	""	""	NA	NA	NA	"C541193"	5932	7	4	"Chalcones"
"5916"	"licochalcone B"	""	"5318999"	NA	NA	NA	"C541528"	5933	7	4	"Chalcones"
"5917"	"licochalcone D"	""	"10473311"	NA	NA	NA	"C541529"	5934	7	4	"Chalcones"
"5918"	"sumadain C"	""	"44189510"	NA	NA	NA	"C541542"	5935	7	4	"Chalcones"
"5919"	"isorubraine"	""	""	NA	NA	NA	"C541543"	5936	7	4	"Chalcones"
"5920"	"licochalcone F"	""	"44130137"	NA	NA	NA	"C541672"	5937	7	4	"Chalcones"
"5921"	"3-deoxysappanchalcone"	""	"5319688"	NA	NA	NA	"C542297"	5938	7	4	"Chalcones"
"5922"	"DSRB20-022"	""	""	NA	NA	NA	"C543016"	5939	7	4	"Chalcones"
"5923"	"JAI-51"	""	""	NA	NA	NA	"C545474"	5940	7	4	"Chalcones"
"5924"	"3-hydroxy-4,3',4',5'-tetramethoxychalcone"	""	""	NA	NA	NA	"C545687"	5941	7	4	"Chalcones"
"5925"	"6''-O-acetyltrilobatin"	""	""	NA	NA	NA	"C547885"	5942	7	4	"Chalcones"
"5926"	"3''-O-acetylphloridzin"	""	""	NA	NA	NA	"C547886"	5943	7	4	"Chalcones"
"5927"	"schefflerichalcone"	""	"102170453"	NA	NA	NA	"C548218"	5944	7	4	"Chalcones"
"5928"	"2',5'-dimethoxychalcone"	""	""	NA	NA	NA	"C549682"	5945	7	4	"Chalcones"
"5929"	"(E)-alpha-benzylthio chalcone"	""	"118903201"	NA	NA	NA	"C549755"	5946	7	4	"Chalcones"
"5930"	"marein"	""	"6441269"	NA	NA	NA	"C550306"	5947	7	4	"Chalcones"
"5931"	"okanin"	""	"5281294"	NA	NA	NA	"C550307"	5948	7	4	"Chalcones"
"5932"	"2,2'-dihydroxychalcone"	""	"638277"	NA	NA	NA	"C552398"	5949	7	4	"Chalcones"
"5933"	"2'-methoxy-4',6'-bis(methoxymethoxy)chalcone"	""	""	NA	NA	NA	"C552404"	5950	7	4	"Chalcones"
"5934"	"3-(4-nitrophenylamino)-3-(3-fluorophenyl)-1-p-tolylpropan-1-one"	""	""	NA	NA	NA	"C552760"	5951	7	4	"Chalcones"
"5935"	"evelynin"	""	"46938776"	NA	NA	NA	"C552992"	5952	7	4	"Chalcones"
"5936"	"morachalcone B"	""	""	NA	NA	NA	"C553697"	5953	7	4	"Chalcones"
"5937"	"morachalcone C"	""	""	NA	NA	NA	"C553698"	5954	7	4	"Chalcones"
"5938"	"4'-acetoamido-4-hydroxychalcone"	""	""	NA	NA	NA	"C554454"	5955	7	4	"Chalcones"
"5939"	"kuraridin"	""	"9954815"	NA	NA	NA	"C554822"	5956	7	4	"Chalcones"
"5940"	"2-methoxy-2',4'-dichlorochalcone"	""	""	NA	NA	NA	"C554935"	5957	7	4	"Chalcones"
"5941"	"flavumchalcone"	""	"102053244"	NA	NA	NA	"C554980"	5958	7	4	"Chalcones"
"5942"	"(2E)-3-(2-naphtyl)-1-(3'-methoxy-4'-hydroxy-phenyl)-2-propen-1-one"	""	"129884634"	NA	NA	NA	"C556214"	5959	7	4	"Chalcones"
"5943"	"3-(4-(1-(7-chloroquinolin-4-yl)-1H-(1,2,3)triazol-4-ylmethoxy)-3-methoxyphenyl)-1-(2,4-dimethoxyphenyl)propenone"	""	""	NA	NA	NA	"C556286"	5960	7	4	"Chalcones"
"5944"	"(2-(4-chlorophenyl)cyclopropyl)(4-(3-(dimethylamino)propylamino)phenyl)methanone"	""	""	NA	NA	NA	"C556289"	5961	7	4	"Chalcones"
"5945"	"3-(4-chlorophenyl)-1-(4-(3-(dimethylamino)propylamino)phenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C556290"	5962	7	4	"Chalcones"
"5946"	"3,5,2',4'-tetrahydroxychalcone"	""	""	NA	NA	NA	"C556460"	5963	7	4	"Chalcones"
"5947"	"3-(3-oxo-3-(3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydronaphthalen-2-yl)prop-1-enyl)benzonitrile"	""	""	NA	NA	NA	"C556499"	5964	7	4	"Chalcones"
"5948"	"licochalcone G"	""	"49856081"	NA	NA	NA	"C557264"	5965	7	4	"Chalcones"
"5949"	"4-hydroxycordoin"	""	"5879763"	NA	NA	NA	"C558040"	5966	7	4	"Chalcones"
"5950"	"C278 compound"	""	""	NA	NA	NA	"C558239"	5967	7	4	"Chalcones"
"5951"	"4'-hydroxy-2,4-dimethoxychalcone"	""	""	NA	NA	NA	"C558778"	5968	7	4	"Chalcones"
"5952"	"1-(4-hydroxy-3-((4-(4-(3-(pyridin-3-yl)acryloyl)phenyl)piperazin-1-yl)methyl)phenyl)-3-(pyridin-3-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C559075"	5969	7	4	"Chalcones"
"5953"	"1-(3-((4-(4-acetylphenyl)piperazin-1-yl)methyl)-4-hydroxy-5-methoxyphenyl)-3-(pyridin-3-yl)prop-2-en-1-one"	""	""	NA	NA	NA	"C559076"	5970	7	4	"Chalcones"
"5954"	"candidachalcone"	""	"53262780"	NA	NA	NA	"C560113"	5971	7	4	"Chalcones"
"5955"	"loureirin A"	""	"5319081"	NA	NA	NA	"C560420"	5972	7	4	"Chalcones"
"5956"	"2-trifluoromethyl-2'-methoxychalone"	""	""	NA	NA	NA	"C561055"	5973	7	4	"Chalcones"
"5957"	"4'-hydroxychalcone"	""	"5282362"	NA	NA	NA	"C561448"	5974	7	4	"Chalcones"
"5958"	"pterolinus L"	""	"53388318"	NA	NA	NA	"C568625"	5975	7	4	"Chalcones"
"5959"	"2-chloro-4'-methoxychalcone"	""	"5354554"	NA	NA	NA	"C570406"	5976	7	4	"Chalcones"
"5960"	"4'-O-(6''-O-galloyl-beta-D-glucopyranosyl)-2',4-dihydroxychalcone"	""	""	NA	NA	NA	"C570485"	5977	7	4	"Chalcones"
"5961"	"4'-O-(6''-O-galloyl-beta-D-glucopyranosyl)-2'-hydroxy-4-methoxychalcone"	""	""	NA	NA	NA	"C570486"	5978	7	4	"Chalcones"
"5962"	"2-(2-diethylamino)-ethoxychalcone"	""	""	NA	NA	NA	"C570551"	5979	7	4	"Chalcones"
"5963"	"4,6-dimethoxy-2,5-quinodihydrochalcone"	""	""	NA	NA	NA	"C571311"	5980	7	4	"Chalcones"
"5964"	"3-phenyl-1-(2,3,4,5-tetrahydro-1,6-benzodioxocin-8-yl)prop-2-en-1-one"	""	"2868097"	NA	NA	NA	"C571504"	5981	7	4	"Chalcones"
"5965"	"2-chloro-4',6'-dimethoxy-2'-hydroxychalcone"	""	"3988352"	NA	NA	NA	"C571533"	5982	7	4	"Chalcones"
"5966"	"myrigalone A"	""	"11722329"	NA	NA	NA	"C571989"	5983	7	4	"Chalcones"
"5967"	"2'',3''-dihydro-4,3''-dihydroxyderricin"	""	""	NA	NA	NA	"C572906"	5984	7	4	"Chalcones"
"5968"	"6'',7''-dihydro-7''-hydroxyxanthoangelol F"	""	""	NA	NA	NA	"C572907"	5985	7	4	"Chalcones"
"5969"	"2'-hydroxy-4',6'-dimethoxy-3'-methylchalcone"	""	"11472044"	NA	NA	NA	"C573494"	5986	7	4	"Chalcones"
"5970"	"2-(4-chlorobenzylsulfonyl)-3-(4-nitrophenyl)-1-phenylprop-2-en-1-one"	""	""	NA	NA	NA	"C573630"	5987	7	4	"Chalcones"
"5971"	"kuwanon J 2,4,10''-trimethyl ether"	""	""	NA	NA	NA	"C574108"	5988	7	4	"Chalcones"
"5972"	"kuwanon R"	""	"45485202"	NA	NA	NA	"C574109"	5989	7	4	"Chalcones"
"5973"	"2,5-dihydroxy-4'-dimethylaminochalcone"	""	""	NA	NA	NA	"C574252"	5990	7	4	"Chalcones"
"5974"	"4,2'-dihydroxy-3-methoxy-5-bromine chalcone"	""	""	NA	NA	NA	"C576155"	5991	7	4	"Chalcones"
"5975"	"3-(3-hydroxy-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C576272"	5992	7	4	"Chalcones"
"5976"	"2',3'-dihydroxy-4',6'-dimethoxychalcone"	""	"14159747"	NA	NA	NA	"C576910"	5993	7	4	"Chalcones"
"5977"	"2-hydroxy-3',5,5'-trimethoxychalcone"	""	"123424371"	NA	NA	NA	"C576975"	5994	7	4	"Chalcones"
"5978"	"isookanin"	""	"12309904"	NA	NA	NA	"C577175"	5995	7	4	"Chalcones"
"5979"	"3-(2-chlorophenyl)-1-(2,4-dihydroxyphenyl)prop-2-en-1-one"	""	""	NA	NA	NA	"C577955"	5996	7	4	"Chalcones"
"5980"	"cochinchinenone"	""	"23655939"	NA	NA	NA	"C578327"	5997	7	4	"Chalcones"
"5981"	"17-methoxyl-7-hydroxy-benzene-furanchalcone"	""	""	NA	NA	NA	"C578356"	5998	7	4	"Chalcones"
"5982"	"6-O-beta-D-glucopyranosyl-4-hydroxy-2-methoxychalcone"	""	""	NA	NA	NA	"C578410"	5999	7	4	"Chalcones"
"5983"	"4-O-beta-D-glucopyranosyl-6-hydroxy-2-methoxychalcone"	""	""	NA	NA	NA	"C578411"	6000	7	4	"Chalcones"
"5984"	"dihydrospinochalcone-a"	""	""	NA	NA	NA	"C578744"	6001	7	4	"Chalcones"
